SBD,HoTen,NgaySinh,KV,DT,UT,Toan,Van,Ly,Hoa,Sinh,Su,Dia,Anh,Nga,Phap,Trung,Duc,Nhat
TMA099757,Nguyen Thi Huong,7/9/1997,KV2-NT,Khong,Khong,7,NA,6.5,5.5,NA,NA,NA,9.5,NA,NA,NA,NA,NA
TMA022467,Tran Van Quan,6/25/1997,KV2,Khong,Khong,3.75,4.5,7.5,8.5,NA,NA,NA,8.75,NA,NA,NA,NA,NA
SPB069894,Tran Van Nguyet,4/5/1997,KV2,NDT1,Khong,7,6.5,5.5,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA
TLA040112,Pham Van Quan,12/26/1997,KV2,Khong,Khong,7,NA,NA,8,NA,NA,NA,5,NA,NA,NA,NA,NA
TMA091401,Nguyen Minh Kien,12/8/1997,KV2,Khong,Khong,7.25,8.5,6.25,6.25,NA,NA,NA,3.5,NA,NA,NA,NA,NA
TMA079163,Tran Van Hao,2/8/1997,KV1,Khong,Khong,7.5,6,8.25,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLA006240,Nguyen Van Cao,9/18/1997,KV2-NT,Khong,Khong,7,6,8.75,7.5,NA,NA,NA,2.5,NA,NA,NA,NA,NA
SPB085277,Nguyen Thi Ha,11/25/1997,KV2,Khong,Khong,7.25,6,NA,7.5,NA,NA,7,3,NA,NA,NA,NA,NA
BKT087490,Nguyen Thi Tuan,5/8/1997,KV2,Khong,Khong,7.5,NA,5.25,5.5,NA,NA,6.5,NA,NA,NA,NA,NA,NA
TLA070728,Dang Thi Phuong,6/1/1997,KV3,Khong,Khong,6.5,5.25,6.25,4,NA,NA,9.5,4.75,NA,NA,NA,NA,NA
TLA020772,Tran Thi Huong,3/3/1997,KV2,Khong,Khong,6.75,5.75,8.25,3.75,9.25,NA,5.75,NA,NA,NA,NA,NA,NA
TMA048876,Nguyen Thi Thang,1/5/1997,KV3,Khong,Khong,8.25,6,4.75,5.25,6.25,NA,NA,NA,NA,NA,NA,NA,NA
SPB026046,Nguyen Van Giang,3/5/1997,KV2-NT,Khong,Khong,6.75,6.75,NA,7.75,7,8,NA,6.75,NA,NA,NA,NA,NA
TMA046679,Tran Thi Tuan,5/9/1997,KV2,Khong,Khong,6.25,6,4.25,8.5,NA,NA,NA,5,NA,NA,NA,NA,NA
KTA096887,Nguyen Thi Tuan,5/15/1997,KV2-NT,Khong,Khong,6.25,6.5,7,7.5,4.75,NA,NA,NA,NA,NA,NA,NA,NA
ABC023376,Vu Van Kien,9/29/1997,KV2-NT,Khong,Khong,6.75,4.25,6,NA,NA,NA,7.75,7.5,NA,NA,NA,NA,NA
TMA092678,Bui Thi Phuong,11/2/1997,KV3,Khong,Khong,7.75,5,NA,6.25,6.5,NA,NA,5.5,NA,NA,NA,NA,NA
ABC037276,Le Thi Hai,5/5/1997,KV2-NT,Khong,Khong,8.25,5.5,6.5,NA,7.5,NA,5.25,4.5,NA,NA,NA,NA,NA
TMA085400,Le Dang Hue,10/10/1997,KV2-NT,Khong,Khong,9,5.5,NA,6.25,3.75,NA,NA,NA,NA,NA,NA,NA,NA
SPB061493,Dang Thi Ha,11/16/1997,KV2,Khong,Khong,7,8,NA,6.5,NA,NA,NA,3.25,NA,NA,NA,NA,NA
TLA074169,Nguyen Van Hung,1/10/1997,KV2-NT,Khong,Khong,6.5,7,5,7,NA,NA,NA,5,NA,NA,NA,NA,NA
KTA093934,Pham Van Giang,3/29/1997,KV2-NT,Khong,Khong,6,7,6.25,6.25,7.5,NA,9,2.75,NA,NA,NA,NA,NA
BKT048234,Pham Van Hung,2/1/1997,KV2-NT,Khong,Khong,7.25,5.5,NA,8.25,NA,NA,6,6.5,NA,NA,NA,NA,NA
BKT016512,Nguyen Nhu Nguyet,6/30/1997,KV1,Khong,Khong,8,NA,6.75,7.5,NA,NA,NA,2,NA,NA,NA,NA,NA
BKT016343,Nguyen Van Giang,4/24/1997,KV3,Khong,Khong,7.25,7.25,7.25,7.5,4.75,NA,NA,4.5,NA,NA,NA,NA,NA
BKT088475,Nguyen Van Quan,3/23/1997,KV2-NT,Khong,Khong,6.25,4,8.25,6.5,NA,NA,NA,7.25,NA,NA,NA,NA,NA
BKT065561,Nguyen Van Tuan,12/8/1997,KV3,Khong,Khong,5.5,5.25,8.5,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA
SPB057592,Nguyen Nhu Anh,3/14/1997,KV2-NT,Khong,Khong,6,6.5,5.5,8.5,NA,NA,8,2.5,NA,NA,NA,NA,NA
CON037723,Ngo Van Huong,9/2/1997,KV2-NT,Khong,Khong,6.5,7.5,5.5,NA,4,NA,NA,7.5,NA,NA,NA,NA,NA
TLA092081,Le Van Hai,3/29/1997,KV3,Khong,Khong,9,NA,NA,8.5,NA,NA,NA,3.25,NA,NA,NA,NA,NA
KTA081402,Tran Thi Hao,11/19/1997,KV3,Khong,Khong,8.25,5.5,7.25,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA
ABC059308,Tran Thi Hai,5/11/1997,KV2-NT,Khong,Khong,4.75,3.5,7,7.5,NA,NA,8.5,NA,NA,NA,NA,NA,NA
SPB098583,Nguyen Thi Nga,6/4/1997,KV2-NT,Khong,Khong,4.5,5.75,8.5,7,NA,NA,5.25,6.25,NA,NA,NA,NA,NA
BKT001898,Nguyen Thi Thang,6/19/1997,KV2,Khong,Khong,6.5,7.25,6.5,6.5,NA,NA,NA,3.75,NA,NA,NA,NA,NA
ABC085095,Le Van Nguyet,7/30/1997,KV2-NT,Khong,Khong,7,5.25,8,5.5,NA,6,NA,NA,NA,NA,NA,NA,NA
KTA068025,Nguyen Van Hai,9/7/1997,KV2,Khong,Khong,6.5,6,6.5,NA,NA,NA,NA,5.75,NA,NA,NA,NA,NA
TLA010230,Tran Minh Phuong,10/19/1997,KV2-NT,Khong,Khong,6.75,7,7.25,6.25,NA,7.25,NA,3.25,NA,NA,NA,NA,NA
BKT007433,Nguyen Van Nguyet,7/20/1997,KV3,Khong,Khong,6.25,4.75,NA,6.5,6.75,NA,NA,NA,NA,NA,NA,NA,NA
TLA034811,Nguyen Van Sang,1/7/1997,KV2,Khong,Khong,6,7.25,6,NA,5,8.25,NA,6.75,NA,NA,NA,NA,NA
KTA098242,Pham Van Kiem,9/13/1997,KV2,Khong,Khong,6.25,8.5,NA,5.25,8.5,NA,NA,3.25,NA,NA,NA,NA,NA
TMA097864,Hoang Dang Quan,2/28/1997,KV2-NT,Khong,Khong,6.5,5.25,NA,6,4.75,7.5,NA,NA,NA,NA,NA,NA,NA
SPB037280,Hoang Thi Ha,2/17/1997,KV2,Khong,Khong,7.25,NA,5.5,NA,NA,NA,7,9,NA,NA,NA,NA,NA
TLA070896,Le Thi Hao,10/7/1997,KV1,Khong,Khong,8.25,8,7.5,6.5,NA,NA,NA,4.25,NA,NA,NA,NA,NA
KTA009575,Nguyen Van Nga,3/20/1997,KV2-NT,Khong,Khong,6.5,6.25,5.5,NA,NA,NA,NA,8.75,NA,NA,NA,NA,NA
BKT049067,Nguyen Thi Hue,5/20/1997,KV3,Khong,Khong,7.25,8.25,NA,6.5,7.5,NA,NA,9,NA,NA,NA,NA,NA
BKT023114,Ly Dang Sang,6/24/1997,KV2,Khong,Khong,6.75,7.75,7.25,3.5,5,NA,NA,NA,NA,NA,NA,NA,NA
CON022483,Nguyen Hai Hung,4/8/1997,KV3,Khong,Khong,4.25,5,7.5,8.25,4.5,NA,6.5,NA,NA,NA,NA,NA,NA
TLA015106,Vu Van Dung,7/6/1997,KV2,Khong,Khong,7.25,7.75,NA,6,NA,NA,NA,4,NA,NA,NA,NA,NA
KTA034697,Phan Van Thang,6/16/1997,KV2-NT,Khong,Khong,6.5,6,7.5,5.75,6.75,7,NA,NA,NA,NA,NA,NA,NA
TMA007002,Bui Van Anh,7/2/1997,KV2,Khong,Khong,4.5,5.5,6.25,6.25,NA,NA,NA,8.75,NA,NA,NA,NA,NA
TMA082459,Nguyen Minh Ha,5/4/1997,KV2,Khong,Khong,9,8.75,6.5,8.25,NA,NA,NA,4.5,NA,NA,NA,NA,NA
CON061735,Tran Thi Hung,6/22/1997,KV2-NT,Khong,Khong,4.25,NA,6.25,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMA078835,Vu Thi Kiem,8/31/1997,KV2,Khong,Khong,5.25,6.5,NA,7.5,7,NA,5.25,8,NA,NA,NA,NA,NA
TMA051387,Phan Van Kiem,5/25/1997,KV2-NT,Khong,Khong,5.25,NA,6.25,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
CON054717,Le Xuan Tuan,10/22/1997,KV1,Khong,Khong,4.25,6.75,8.25,NA,NA,NA,9,8.75,NA,NA,NA,NA,NA
TLA010822,Nguyen Thi Kien,10/31/1997,KV2-NT,Khong,Khong,6.5,7,7,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMA019946,Nguyen Thi Thang,2/7/1997,KV3,Khong,Khong,7.25,6.5,5.25,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
ABC073956,Vu Van Hoa,7/27/1997,KV2-NT,Khong,Khong,5.5,4.5,7.5,5.5,NA,NA,NA,8.75,NA,NA,NA,NA,NA
ABC029744,Tran Van Hai,10/22/1997,KV2,Khong,Khong,7.25,NA,8.5,7.75,NA,NA,NA,3,NA,NA,NA,NA,NA
ABC075735,Nguyen Van Ha,5/1/1997,KV2-NT,Khong,Khong,7.5,5.25,8,5.5,NA,NA,9,3.75,NA,NA,NA,NA,NA
BKT076326,Nguyen Thi Thang,1/4/1997,KV2,Khong,Khong,6.5,NA,8.25,4.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA
TMA046043,Nguyen Thi Ha,7/13/1997,KV2,Khong,Khong,7.25,5,8.75,6.5,NA,NA,NA,5.5,NA,NA,NA,NA,NA
CON068359,Tran Thi Anh,5/27/1997,KV2-NT,Khong,Khong,5.5,NA,8.25,NA,NA,NA,7.5,3.75,NA,NA,NA,NA,NA
ABC054184,Le Thi Khoa,1/22/1997,KV2-NT,Khong,Khong,8.25,7.25,NA,5.75,NA,NA,NA,3.5,NA,NA,NA,NA,NA
TMA003517,Hoang Minh Sang,9/20/1997,KV2,Khong,Khong,8,5.5,7.5,NA,NA,NA,7.75,3.75,NA,NA,NA,NA,NA
ABC098066,Nguyen Van Ha,6/1/1997,KV2-NT,NDT2,Khong,4.25,7.5,7.5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
TLA072657,Nguyen Thi Hai,5/30/1997,KV2-NT,Khong,Khong,5.25,7.25,NA,7.5,NA,NA,NA,4,NA,NA,NA,NA,NA
TLA029942,Tran Xuan Hai,11/28/1997,KV3,Khong,Khong,7,7.75,7.5,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA
ABC081187,Nguyen Thi Nga,3/26/1997,KV3,Khong,Khong,6,NA,NA,7.25,4.5,7.75,6.5,NA,NA,NA,NA,NA,NA
BKT000500,Hoang Thi Kiem,6/10/1997,KV2,Khong,Khong,3.75,6.75,6,9.5,NA,8.5,NA,NA,NA,NA,NA,NA,NA
SPB055224,Pham Thi Ha,6/17/1997,KV2-NT,Khong,Khong,7,5,7.75,6.5,4.5,NA,NA,5.5,NA,NA,NA,NA,NA
BKT074164,Nguyen Dang Quan,5/31/1997,KV2-NT,Khong,Khong,6.75,7,7,NA,NA,NA,7.75,3,NA,NA,NA,NA,NA
TLA059668,Nguyen Thi Giang,7/1/1997,KV3,Khong,Khong,8.25,NA,4.25,7.75,NA,NA,7.5,3.25,NA,NA,NA,NA,NA
CON033539,Nguyen Hai Thang,1/27/1997,KV2,Khong,Khong,7.25,8,5.75,6.25,NA,NA,NA,2.75,NA,NA,NA,NA,NA
TLA013050,Bui Thi Cao,2/27/1997,KV2,Khong,Khong,6,6.5,5.75,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPB029609,Pham Van Thang,11/13/1997,KV2-NT,Khong,Khong,6.25,6,5.25,7.75,4.75,NA,NA,NA,NA,NA,NA,NA,NA
BKT086372,Nguyen Hai Tuan,2/18/1997,KV3,Khong,Khong,6.5,4.75,NA,7,NA,NA,NA,6.75,NA,NA,NA,NA,NA
KTA006531,Nguyen Van Khoa,10/8/1997,KV2,Khong,Khong,7,5,7,7.25,NA,NA,NA,5.25,NA,NA,NA,NA,NA
BKT050752,Nguyen Hai Khoa,10/5/1997,KV2,Khong,Khong,5,6.75,5,7.5,NA,NA,6,NA,NA,NA,NA,NA,NA
KTA038384,Tran Van Huong,2/12/1997,KV2,Khong,Khong,6.5,4.75,NA,6.25,NA,NA,NA,7,NA,NA,NA,NA,NA
BKT044923,Phan Van Cao,4/11/1997,KV2-NT,Khong,Khong,7.75,5,3.75,8.75,NA,NA,8,4.75,NA,NA,NA,NA,NA
TLA092833,Pham Thi Hung,4/7/1997,KV2,Khong,Khong,5.25,6.25,6.75,7.25,6.5,NA,NA,4.25,NA,NA,NA,NA,NA
KTA024718,Nguyen Xuan Huong,2/6/1997,KV2,Khong,Khong,5.25,4.5,NA,6.75,NA,NA,NA,9.25,NA,NA,NA,NA,NA
TMA098613,Nguyen Thi Thang,8/17/1997,KV3,Khong,Khong,7.5,8,5.5,6.75,NA,NA,7.25,6.25,NA,NA,NA,NA,NA
KTA009835,Hoang Van Nguyet,1/13/1997,KV2-NT,Khong,Khong,7,7.25,6.5,7.5,NA,NA,NA,2.5,NA,NA,NA,NA,NA
TMA049998,Nguyen Van Hao,8/28/1997,KV1,Khong,Khong,5,8,5.5,8.75,8.25,NA,6.25,3.75,NA,NA,NA,NA,NA
TMA086282,Dang Thi Hoa,3/20/1997,KV2,Khong,Khong,4.75,7.5,7.25,6.5,NA,NA,7,NA,NA,NA,NA,NA,NA
SPB021745,Tran Thi Cao,8/9/1997,KV1,Khong,Khong,5.75,7,NA,7.5,NA,6.25,NA,6.5,NA,NA,NA,NA,NA
KTA010266,Le Thi Khoa,5/12/1997,KV2-NT,Khong,Khong,5.5,4.75,6.5,7.5,5.25,NA,9.5,5,NA,NA,NA,NA,NA
TMA062783,Vu Van Hung,11/21/1997,KV3,Khong,Khong,6.75,7.5,6.75,4.5,NA,5.25,NA,NA,NA,NA,NA,NA,NA
TLA011727,Hoang Thi Thang,11/6/1997,KV2,Khong,Khong,6.75,5.5,7.5,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
TMA075685,Vu Van Hai,3/13/1997,KV2-NT,Khong,Khong,5.5,5.5,NA,6.5,NA,NA,8,4.5,NA,NA,NA,NA,NA
TMA045275,Nguyen Van Hai,1/26/1997,KV2-NT,Khong,Khong,7.5,6.75,6.25,6,NA,8.5,NA,2.75,NA,NA,NA,NA,NA
KTA007985,Nguyen Thi Huong,12/16/1997,KV2,Khong,Khong,8,7.25,NA,8,6.5,NA,NA,2.25,NA,NA,NA,NA,NA
BKT066029,Nguyen Thi Nguyet,4/28/1997,KV2-NT,Khong,Khong,7.5,NA,7.25,4,NA,NA,NA,7,NA,NA,NA,NA,NA
CON027646,Nguyen Van Cao,6/20/1997,KV2-NT,Khong,Khong,6.75,NA,7.75,2.5,9.75,NA,4.25,NA,NA,NA,NA,NA,NA
KTA035497,Ngo Thi Thang,11/10/1997,KV3,Khong,Khong,4.25,7,NA,7.25,NA,NA,5.5,7.5,NA,NA,NA,NA,NA
SPB084915,Nguyen Van Hao,6/14/1997,KV2-NT,Khong,Khong,7.75,NA,4.75,6.5,NA,NA,NA,7.25,NA,NA,NA,NA,NA
TMA090317,Dang Hai Hao,1/1/1997,KV1,Khong,Khong,8.5,5.75,NA,7.75,NA,NA,NA,5.75,NA,NA,NA,NA,NA
ABC041325,Nguyen Thi Nguyet,1/10/1997,KV2-NT,NDT2,Khong,7,6,8.5,7.5,NA,NA,NA,3.5,NA,NA,NA,NA,NA
TMA033742,Le Van Hao,8/21/1997,KV3,Khong,Khong,7,5.25,8.5,NA,7.5,NA,8.25,1.75,NA,NA,NA,NA,NA
TLA056849,Le Thi Cao,3/23/1997,KV2-NT,Khong,Khong,6.5,6,7,5.75,NA,NA,5.75,6.75,NA,NA,NA,NA,NA
SPB000542,Pham Xuan Ha,9/30/1997,KV2-NT,Khong,Khong,7.75,5.25,6.25,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA
CON019292,Tran Dang Tuan,3/10/1997,KV2,Khong,Khong,9,3.25,8,6.5,NA,NA,NA,3.5,NA,NA,NA,NA,NA
CON015160,Le Van Hao,1/21/1997,KV1,Khong,Khong,7,6,6.5,5.5,NA,7.5,NA,NA,NA,NA,NA,NA,NA
BKT051297,Nguyen Thi Hue,10/25/1997,KV2,Khong,Khong,5.25,7.5,8,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA
KTA039600,Nguyen Dang Anh,4/26/1997,KV2-NT,NDT2,Khong,5.75,5.5,8.5,5.75,7.5,NA,6.75,4.75,NA,NA,NA,NA,NA
ABC061041,Bui Van Ha,7/5/1997,KV2-NT,Khong,Khong,6.5,6.25,6.25,7.5,NA,NA,6.5,3.25,NA,NA,NA,NA,NA
TLA082935,Nguyen Nhu Ha,11/24/1997,KV2-NT,Khong,Khong,6,NA,6.5,NA,7.5,NA,NA,4,NA,NA,NA,NA,NA
TLA019880,Bui Dang Ha,9/29/1997,KV2-NT,Khong,Khong,7.5,NA,6.25,7.75,3,NA,6,NA,NA,NA,NA,NA,NA
BKT047340,Vu Van Hung,12/25/1997,KV3,Khong,Khong,5.25,8.5,6,6.5,NA,7.5,7.5,4.25,NA,NA,NA,NA,NA
TMA043643,Nguyen Thi Anh,11/13/1997,KV3,NDT2,Khong,4,6.75,6.25,8.75,NA,NA,NA,4.25,NA,NA,NA,NA,NA
ABC011053,Nguyen Thi Tuan,7/4/1997,KV2,Khong,UT,3.25,5.5,7.5,8.5,NA,NA,5.75,NA,NA,NA,NA,NA,NA
CON001583,Phan Van Ha,2/18/1997,KV2-NT,Khong,Khong,4.5,6.5,4,NA,NA,7,NA,8.5,NA,NA,NA,NA,NA
BKT027341,Tran Van Hoa,2/16/1997,KV2-NT,Khong,Khong,7,8.25,4.25,NA,4.25,NA,NA,6.25,NA,NA,NA,NA,NA
BKT020673,Bui Nhu Hoa,5/26/1997,KV3,Khong,Khong,6.5,4.75,6.5,NA,NA,NA,8.75,6,NA,NA,NA,NA,NA
KTA045510,Do Van Tuan,11/16/1997,KV2-NT,Khong,Khong,7.75,NA,6.5,8.5,NA,NA,NA,3.5,NA,NA,NA,NA,NA
KTA015021,Tran Van Thang,11/2/1997,KV2-NT,Khong,Khong,7,6.5,6.75,8.5,NA,NA,NA,2.5,NA,NA,NA,NA,NA
KTA067078,Nguyen Van Nguyet,2/24/1997,KV1,Khong,Khong,5.25,5.25,7,5.75,NA,8.5,7,5.75,NA,NA,NA,NA,NA
KTA044674,Bui Thi Sang,1/25/1997,KV2-NT,Khong,Khong,7.5,6.5,6,6.75,5,NA,NA,5.25,NA,NA,NA,NA,NA
BKT028569,Nguyen Van Kien,12/21/1997,KV2-NT,Khong,Khong,5.5,4.25,8.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPB027830,Nguyen Nhu Kien,5/27/1997,KV2-NT,Khong,Khong,6,7.25,NA,7.25,NA,NA,7,3.75,NA,NA,NA,NA,NA
CON060122,Le Thi Kien,3/10/1997,KV1,Khong,Khong,6.25,6,NA,NA,NA,NA,6.75,8.5,NA,NA,NA,NA,NA
BKT089324,Hoang Van Khoa,6/29/1997,KV2-NT,Khong,Khong,6.5,5.25,3.5,8.5,NA,NA,6,7.5,NA,NA,NA,NA,NA
TLA018340,Nguyen Thi Kien,5/18/1997,KV2-NT,NDT1,Khong,8.25,7.75,7,4.5,NA,NA,NA,4.25,NA,NA,NA,NA,NA
TLA069714,Tran Thi Hue,12/6/1997,KV2-NT,Khong,Khong,7.5,6.5,5.5,7.25,4.5,NA,8.25,2.75,NA,NA,NA,NA,NA
SPB046345,Nguyen Van Cao,4/28/1997,KV2,Khong,Khong,6.75,5.5,3.75,8,NA,NA,7.5,5,NA,NA,NA,NA,NA
KTA080043,Nguyen Van Khoa,7/3/1997,KV3,Khong,Khong,6.5,NA,6.5,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
ABC014564,Nguyen Thi Nguyet,10/6/1997,KV2-NT,Khong,Khong,5.75,4,7.25,7,NA,NA,NA,6.5,NA,NA,NA,NA,NA
CON026779,Pham Van Nguyet,6/2/1997,KV3,Khong,Khong,5,6,6.25,NA,NA,6.5,6.5,8.5,NA,NA,NA,NA,NA
KTA044891,Nguyen Xuan Tuan,8/14/1997,KV2-NT,Khong,Khong,9,7.5,3.5,7.5,NA,NA,7,6.25,NA,NA,NA,NA,NA
BKT051972,Tran Thi Quan,10/10/1997,KV1,Khong,Khong,5.75,NA,6.75,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
SPB052151,Pham Thi Nga,4/20/1997,KV1,Khong,Khong,5,4.5,7.5,NA,8,NA,NA,6.75,NA,NA,NA,NA,NA
CON066767,Tran Van Hai,1/8/1997,KV2-NT,Khong,Khong,7,7.5,NA,8,6.25,NA,NA,2,NA,NA,NA,NA,NA
SPB094513,Nguyen Thi Sang,9/1/1997,KV2,Khong,Khong,7,NA,6,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
CON056874,Tran Van Hai,9/1/1997,KV2,Khong,Khong,8,6.25,5.5,9.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA
TLA014682,Nguyen Thi Ha,2/24/1997,KV2-NT,Khong,Khong,8,6.25,NA,4.75,NA,NA,7.5,7,NA,NA,NA,NA,NA
TLA087427,Nguyen Thi Phuong,7/2/1997,KV2-NT,Khong,Khong,5.25,5,5.5,8.5,NA,5.5,NA,7.25,NA,NA,NA,NA,NA
KTA007642,Nguyen Van Hoa,9/19/1997,KV2-NT,Khong,Khong,4.25,4.25,7.5,NA,NA,9,5.5,7,NA,NA,NA,NA,NA
ABC086271,Le Thi Nga,6/30/1997,KV2-NT,Khong,Khong,7,4.25,NA,7.25,NA,NA,NA,5.75,NA,NA,NA,NA,NA
BKT092640,Hoang Van Sang,12/11/1997,KV2,Khong,Khong,7.5,8.25,6.75,7.75,NA,NA,NA,2,NA,NA,NA,NA,NA
TLA024123,Nguyen Xuan Phuong,9/11/1997,KV2-NT,Khong,Khong,7.25,7.5,6.5,NA,NA,7.75,NA,2,NA,NA,NA,NA,NA
ABC089486,Nguyen Thi Hai,3/21/1997,KV2-NT,Khong,Khong,6.75,5.5,7.5,4.75,NA,NA,6.75,NA,NA,NA,NA,NA,NA
SPB030565,Ho Thi Sang,1/2/1997,KV1,Khong,Khong,7.75,5.25,6.5,7.5,NA,9,NA,NA,NA,NA,NA,NA,NA
KTA049503,Nguyen Thi Cao,10/14/1997,KV2-NT,Khong,Khong,6.75,5,NA,9.25,4.25,NA,NA,7,NA,NA,NA,NA,NA
ABC046125,Nguyen Nhu Tuan,6/8/1997,KV3,Khong,Khong,7.25,8,6.75,4.5,6.5,NA,NA,6,NA,NA,NA,NA,NA
ABC091031,Nguyen Dang Tuan,5/11/1997,KV2-NT,Khong,Khong,5.75,NA,7,6.25,3.75,NA,7.25,NA,NA,NA,NA,NA,NA
BKT081091,Tran Van Hung,3/13/1997,KV2,Khong,Khong,8,7.5,NA,6.5,7.25,NA,NA,NA,NA,NA,NA,NA,NA
SPB082884,Nguyen Van Hoa,3/27/1997,KV3,Khong,Khong,6,5.5,7.75,NA,NA,NA,NA,7.25,NA,NA,NA,NA,NA
CON070835,Tran Van Hue,6/6/1997,KV2-NT,Khong,Khong,7.25,6,5,9,NA,NA,NA,9,NA,NA,NA,NA,NA
BKT006361,Pham Van Thang,8/15/1997,KV2,Khong,Khong,8.75,6.5,8,5.5,NA,NA,7.25,4.25,NA,NA,NA,NA,NA
TLA073774,Le Thi Thang,1/26/1997,KV3,Khong,Khong,6.75,7.5,NA,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA
TMA084410,Tran Thi Cao,4/5/1997,KV2,NDT1,Khong,7.25,5.5,8.25,8,6,NA,9,3.25,NA,NA,NA,NA,NA
SPB088735,Tran Hai Giang,4/3/1997,KV2,Khong,Khong,6.5,6.5,6.5,NA,NA,NA,7.25,4,NA,NA,NA,NA,NA
CON035195,Nguyen Thi Kien,3/20/1997,KV1,Khong,Khong,6.75,5.5,6.5,NA,NA,8.25,NA,3.25,NA,NA,NA,NA,NA
ABC058610,Phan Thi Kiem,3/23/1997,KV2,Khong,Khong,5.25,6,7.25,6.5,6.25,NA,7.25,5.75,NA,NA,NA,NA,NA
CON008044,Nguyen Van Quan,3/31/1997,KV2-NT,Khong,Khong,7.5,6,6,8.5,NA,NA,NA,2.25,NA,NA,NA,NA,NA
ABC046220,Nguyen Thi Anh,8/28/1997,KV2-NT,Khong,Khong,7.5,5.25,NA,3.75,NA,NA,7.5,9,NA,NA,NA,NA,NA
BKT094629,Nguyen Dang Cao,3/17/1997,KV2-NT,Khong,Khong,8,7.25,7.5,6.25,NA,NA,6.75,2.25,NA,NA,NA,NA,NA
TLA097019,Pham Van Anh,6/5/1997,KV3,Khong,Khong,7.25,3.25,6.25,8.5,NA,7.75,NA,NA,NA,NA,NA,NA,NA
SPB026732,Hoang Thi Nguyet,3/19/1997,KV3,Khong,Khong,8.25,6.25,7,NA,NA,NA,NA,4.75,NA,NA,NA,NA,NA
SPB011053,Nguyen Van Thang,6/1/1997,KV2,Khong,Khong,5,7,7.25,NA,8,NA,NA,6,NA,NA,NA,NA,NA
CON062971,Tran Xuan Ha,6/23/1997,KV3,Khong,Khong,3.25,6,NA,7.25,8.25,NA,NA,5.5,NA,NA,NA,NA,NA
ABC001984,Tran Thi Huong,1/30/1997,KV2,Khong,Khong,7.25,5,6.5,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA
KTA043336,Nguyen Thi Dung,8/21/1997,KV2-NT,Khong,Khong,5.5,4,8,8.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA
CON024373,Phan Thi Huong,9/27/1997,KV2-NT,Khong,Khong,7,6.5,7.75,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
ABC079001,Le Van Nguyet,2/21/1997,KV3,Khong,Khong,6.75,NA,7.5,8.75,NA,NA,4,4.25,NA,NA,NA,NA,NA
BKT094644,Tran Thi Kien,9/8/1997,KV3,Khong,Khong,7.5,5,7,7.25,NA,6,4.5,5,NA,NA,NA,NA,NA
ABC063727,Bui Thi Giang,2/3/1997,KV1,Khong,Khong,3.25,5.5,6.5,8.5,NA,NA,NA,7.75,NA,NA,NA,NA,NA
CON008594,Vu Thi Kien,5/15/1997,KV3,NDT2,Khong,6.5,6.75,NA,NA,NA,NA,NA,6.75,NA,NA,NA,NA,NA
SPB064254,Tran Van Hue,2/24/1997,KV2,Khong,Khong,7,5,NA,7.25,NA,NA,NA,5.75,NA,NA,NA,NA,NA
TMA059130,Ngo Van Khoa,9/22/1997,KV2-NT,Khong,Khong,7.25,5.5,7.25,8.25,NA,NA,NA,4.5,NA,NA,NA,NA,NA
KTA098202,Nguyen Thi Phuong,10/3/1997,KV2-NT,Khong,Khong,7.25,NA,6.25,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMA036353,Nguyen Thi Hoa,6/6/1997,KV1,Khong,Khong,6,7,4.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPB017919,Tran Hai Nga,5/17/1997,KV2,Khong,Khong,6.75,5,6,7,5.25,9,NA,6.5,NA,NA,NA,NA,NA
ABC038292,Le Thi Cao,12/9/1997,KV2-NT,Khong,Khong,4.75,7.25,5.25,7.5,4.5,NA,6.25,6.5,NA,NA,NA,NA,NA
